"inc_number","inc_assignment_group","inc_opened_at","inc_cmdb_ci","inc_short_description","taskslatable_has_breached","inc_u_escalation_reason"
"INC0825050","SC_ALL_L1_SDK","06/11/2025 15:42:53","SharePoint O365","Impossible de visualiser des dossiers Sharepoint","false",""
"INC0823129","SC_ALL_L2_GAM","03/11/2025 05:21:01","Windows Account","ID1  - Zscaler blocked the account WHMK_ID1","false","Assigned for Resolution"
"INC0826059","SC_ALL_L1_SDK","11/11/2025 08:32:38","OneDrive 365","wfh-onedrive - synchronisation issue ","false","Assigned for Resolution"
"INC0820958","SC_ALL_L1_SDK","27/10/2025 07:29:25","Windows Account","I need to reset my ADMOP password. Refer RITM0382072.","false",""
"INC0824630","SC_ALL_L1_SDK","05/11/2025 17:23:44","Visio 365","User cannot access Visio","false",""
"INC0821244","SC_ALL_L1_SDK","27/10/2025 15:08:40","Drive G","je ne vois plus le disc G depuis la migration à Windows 11","false",""
"INC0873622","SC_ALL_L1_SDK","26/03/2026 11:40:52","Docusign","office_Docusign_souci d'access ","false",""
"INC0823554","SC_ALL_L1_SDK","03/11/2025 15:29:30","Adobe Acrobat","IMS0000351: Bonjour J'ai un pb avec Acrobat qui ne s'ouvre plus","false",""
"INC0829591","SC_ALL_L1_SDK","21/11/2025 11:24:30","ORACLE DATABASE","Installation Oracle sur BL003452","false","Assigned for Resolution"
"INC0823904","SC_ALL_L1_SDK","04/11/2025 11:50:26","PXY Zscaler","Plus accès site internet ID Position après passage W11","false","Assigned for Resolution"
"INC0827789","SC_ALL_L2_WKS","17/11/2025 12:21:34","MS Defender ATP","Windows Defender SmartScreen blocks E-IMZO installer","false","Assigned for Resolution"
"INC0835044","SC_ALL_L2_GAM","08/12/2025 12:06:07","Windows Account","Please reset the passoword for my team member. He can be reachable at saurabh.bhardwaj@soprasteria.com","false","Assigned for Resolution"
"INC0820980","SC_ALL_L1_SDK","27/10/2025 08:31:44","Windows Account","Baclaire-Password -Synchronisation Password ","false",""
"INC0821470","SC_ALL_L2_WKS","28/10/2025 09:31:38","MS Project","Gidy - MS Project - demande d'installation de MS Project sur Windows 11. ","false","Assigned for Resolution"
"INC0821570","SC_ALL_L1_SDK","28/10/2025 12:01:08","MFA MS MultiFactor","Reset MFA - user isn't receiving notifications on his new phone","false","Assigned for Resolution"
"INC0828604","SC_ALL_L1_SDK","19/11/2025 09:16:43","Windows Account","wfh_Windows Account_reset password ","false",""
"INC0823959","SC_ALL_L1_SDK","04/11/2025 13:03:09","Intune","To open URL on Cairo Lean IOS Intune Profiles","false","Assigned for Resolution"
"INC0812297","SC_ALL_L2_WKS","30/09/2025 08:40:37","Windows","Impossible d'ouvrir le fichiers .jar","false","Assigned for Resolution"
"INC0823502","SC_ALL_L2_GAM","03/11/2025 14:22:40","Windows","Qqs utilisateurs sont pas synchronisés dans le groupe","false","Assigned for Resolution"
"INC0835569","SC_ALL_L1_SDK","09/12/2025 14:16:18","WEBSOP","Impossible d'ouvrir un document Websop suite à une changement de PC (W11)","false",""
"INC0825550","SC_ALL_L1_SDK","07/11/2025 20:22:47","MFA MS MultiFactor","usa_MFA_RESET MFA ","false","Assigned for Resolution"
"INC0822474","SC_ALL_L2_WKS","30/10/2025 13:23:58","Laps","<Urgent>Need temp password","false","Assigned for Resolution"
"INC0822545","SC_ALL_L1_SDK","30/10/2025 15:57:29","WEBSOP","Can't login: Error states that browser is not supported","false",""
"INC0817973","SC_ALL_L1_SDK","16/10/2025 09:32:18","Windows Workstation","Demande de mise à jour du logiciel Autosuite","false",""
"INC0821029","SC_ALL_L1_SDK","27/10/2025 09:42:43","Windows Account","Orléan - home - windows - reset password ","false",""
"INC0825980","SC_ALL_L1_SDK","10/11/2025 19:37:29","Windows Account","ADMOP password reset for Ananya Chatterjee","false",""
"INC0832550","SC_ALL_L2_WKS","01/12/2025 14:06:53","Citrix","Surval - Citrix - problème d'accès SRH ","false","Assigned for Resolution"
"INC0826161","SC_ALL_L1_SDK","11/11/2025 18:25:57","Teams","There is hearing issue during team meetings, some issue with the Teams application in VMWARE virtual desktop ","false","Assigned for Resolution"
"INC0825039","SC_ALL_L1_SDK","06/11/2025 15:32:21","Network Drive","IMS0000397: Bonjour, Je n'ai plus accès à l'un des lecteurs lorsque je suis en télétravail","false",""
"INC0826558","SC_ALL_L1_SDK","12/11/2025 16:52:59","SharePoint O365","OneDrive closes unexpectedly and stops syncing without notifying the user","false","Assigned for Resolution"
"INC0828616","SC_ALL_L1_SDK","19/11/2025 09:28:43","WIPS V3","Wip'S is unaccessible with a message displaying ""Votre compte n'est pas autorisé à accéder à cette page. Essayez d'utiliser un autre compte ou demandez l'accès""","false",""
"INC0823963","SC_ALL_L1_SDK","04/11/2025 13:14:27","Excel 365","Surval - Excel - Can't edit excel document Not enough memory error msg","false",""
"INC0824750","SC_ALL_L1_SDK","06/11/2025 08:23:19","WRAPortal","no access","false","Assigned for Resolution"
"INC0824551","SC_ALL_L1_SDK","05/11/2025 15:07:20","SharePoint O365","OneDrive right click context menu missing in Windows 11","false",""
"INC0818078","SC_ALL_L2_WKS","16/10/2025 11:53:05","Adobe Acrobat","Suite au passage vers Windows 11, lors de la mise à niveau pour Adobe, celle-ci est restée bloquée à 90%","false","Assigned for Resolution"
"INC0821846","SC_ALL_L1_SDK","29/10/2025 04:18:04","Windows Account","Gidy - Windows - Locked account","false",""
"INC0825326","SC_ALL_L1_SDK","07/11/2025 11:21:54","VPN Check Point","WFH - VPN - could not connect the VPN","false","Assigned for Resolution"
"INC0821871","SC_ALL_L1_SDK","29/10/2025 07:38:12","Outlook 365","j'ai créé une liste de diffusion (DA Global@servier.com) mais je ne la retrouve pas dans l'imbrication","false","Assigned for Resolution"
"INC0827987","SC_ALL_L1_SDK","17/11/2025 17:10:58","Windows Account","WFH - Windows account - password reset","false",""
"INC0825904","SC_ALL_L1_SDK","10/11/2025 12:47:10","MFA MS MultiFactor","Biogaran - MFA - reset","false","Assigned for Resolution"
"INC0822342","SC_ALL_L1_SDK","30/10/2025 09:29:10","VPN Check Point","IMS0000335: I cannot access to the VPN","false",""
"INC0833136","SC_ALL_L1_SDK","02/12/2025 15:25:45","Windows Account","Gidy - Windows account - account locked","false",""
"INC0821857","SC_ALL_L1_SDK","29/10/2025 06:54:18","SharePoint O365","Servier SHAREPOINT issue","false",""
"INC0834511","SC_ALL_L1_SDK","05/12/2025 15:09:50","Windows Account","gidy_Windows Account_unlock ","false",""
"INC0823187","SC_ALL_L1_SDK","03/11/2025 08:52:21","Windows Workstation","GIDY- Windows account -  sync password ( PC Win 11  is updating at 30%) ","false","Assigned for Resolution"
"INC0825140","SC_ALL_L1_SDK","06/11/2025 22:43:57","Bitlocker","PA1-Bitlocker-When the workstation starts, a key is requested","false",""
"INC0825265","SC_ALL_L1_SDK","07/11/2025 09:54:10","IDS SCCM","bug ids portal et sccm","false","Incorrect Assignment"
"INC0825360","SC_ALL_L1_SDK","07/11/2025 11:51:40","Windows Account","Bolbec - Windows account - locked ","false",""
"INC0822114","SC_ALL_L1_SDK","29/10/2025 14:50:41","Teams","WFH - teams - micro is not working","false",""
"INC0828650","SC_ALL_L1_SDK","19/11/2025 10:17:44","Windows","IMS0000456: I need an admin approval to link the project management toold ClickUp with my teams/outlook for synchronization of action items","false",""
"INC0829723","SC_ALL_L1_SDK","21/11/2025 15:17:38","Excel 365","WFH - Excel - error msg when Editing ","false","Assigned for Resolution"
"INC0842795","SC_ALL_L1_SDK","06/01/2026 12:58:21","Windows Account","BL - windows account - reset password","false",""
"INC0828809","SC_ALL_L1_SDK","19/11/2025 14:33:32","Planner 365","le logiciel MS Project n'est plus disponible sur les Pc alors que c'est un outil de travail indispensable pour l'équipe ","false","Assigned for Resolution"
"INC0833399","SC_ALL_L1_SDK","03/12/2025 09:37:06","WIFI","en télétravail je ne parviens pas à me connecter au réseau","false",""
"INC0828726","SC_ALL_L1_SDK","19/11/2025 12:00:11","Outlook 365","wfh_Outlook 365_souci de outlook ","false",""
"INC0826790","SC_ALL_L1_SDK","13/11/2025 10:54:14","DIANE","Saclay - Surval - Service desk live chat now available - Chat maintenant disponible","false",""
"INC0824010","SC_ALL_L1_SDK","04/11/2025 14:17:37","Windows Account","Gidy - Windows account - account locked","false",""
"INC0834306","SC_ALL_L1_SDK","05/12/2025 08:44:46","Windows Workstation","Saclay- DSstudio experiment- ask about  local admin password ","false",""
"INC0823053","SC_ALL_L1_SDK","02/11/2025 01:01:29","Windows Account","Bolbec -Windows - Locked account ","false",""
"INC0830396","SC_ALL_L1_SDK","24/11/2025 16:51:07","Windows","On my old PC I was able to download Meddra, but on the new I can't. I really need this app for my work. ","false",""
"INC0830331","SC_ALL_L1_SDK","24/11/2025 14:34:00","Printer Monitoring","surval_konica_souci de scanner (print konica ) ","false","Assigned for Resolution"
"INC0827994","SC_ALL_L1_SDK","17/11/2025 17:30:46","Powerpoint 365","Saclay - power point - 34 page file blocking at 24","false",""
"INC0824436","SC_ALL_L1_SDK","05/11/2025 12:07:41","Windows Account","User was not able to reset the password for the admop account (admopdd02)","false",""
"INC0826906","SC_ALL_L1_SDK","13/11/2025 14:50:06","Windows Workstation","WFH-Windows-Synchronisation ","false",""
"INC0830254","SC_ALL_L1_SDK","24/11/2025 12:38:24","NextGen","Je n'ai plus accès à ThinkCell depuis la migration W11","false","Assigned for Resolution"
"INC0826982","SC_ALL_L2_WKS","13/11/2025 17:41:42","Windows Workstation","Incident INC0815417 non solutionné pas d'application NAVISWORK installée","false","Assigned for Resolution"
"INC0827698","SC_ALL_L1_SDK","17/11/2025 10:06:55","Powerpoint 365","Surval - Powerpoint - problème de copier coller les power point ","false",""
"INC0829246","SC_ALL_L1_SDK","20/11/2025 13:59:29","Windows Account","WFH - Windows account - Synchronization issue","false",""
"INC0827143","SC_ALL_L1_SDK","14/11/2025 09:44:05","PAPS","I can't access PAPS","false",""
"INC0860350","SC_ALL_L1_SDK","21/02/2026 14:02:38","URL","IMS0000849: je dois accéder en urgence à un dossier extérieur et le lien ne fonctionne pas, il est bloqué par le système de sécuité","false",""
"INC0827776","SC_ALL_L1_SDK","17/11/2025 11:52:36","Windows Account","WFh - windows account - password synch","false",""
"INC0828437","SC_ALL_L1_SDK","18/11/2025 16:46:41","SharePoint O365","I am not able to upload files from Sharepoint to GCP via google SDK","false",""
"INC0825879","SC_ALL_L1_SDK","10/11/2025 11:33:43","Windows Account","home_Windows Account_souci de synchro of new password ","false",""
"INC0835183","SC_ALL_L1_SDK","08/12/2025 16:18:05","SharePoint O365","Problème affichage fichier sharepoint","false",""
"INC0835599","SC_ALL_L1_SDK","09/12/2025 15:16:37","Mobile Phone","wfh_Mobile Phone_souci code ","false",""
"INC0827507","SC_ALL_L1_SDK","15/11/2025 13:00:38","Windows Account","WFH -windows account - password reset","false",""
"INC0827678","SC_ALL_L1_SDK","17/11/2025 09:43:11","Active Directory","Recherche sur les groupes AD","false","Assigned for Resolution"
"INC0839890","SC_ALL_L1_SDK","22/12/2025 12:09:02","Printing MFP","N'arrive pas à se connecter aux nouvelles imprimantes Konica","false","Assigned for Resolution"
"INC0827692","SC_ALL_L1_SDK","17/11/2025 09:59:45","Windows Account","transfert de compte - adresse mail désactivée","false",""
"INC0826788","SC_ALL_L1_SDK","13/11/2025 10:51:13","Printing MFP","WFH-HP printer-Installation issue ","false",""
"INC0828101","SC_ALL_L1_SDK","18/11/2025 08:04:08","Windows Account","Contingent worker to permanent employee question","false",""
"INC0830628","SC_ALL_L2_WKS","25/11/2025 10:18:38","Windows Workstation","Need temporary admin rights on user's PC to perform admin activities/ manual installation - FR501778","false","Assigned for Resolution"
"INC0831418","SC_ALL_L1_SDK","27/11/2025 08:48:36","VPN Check Point","WFH - VPN -connecter","false","Assigned for Resolution"
"INC0828964","SC_ALL_L1_SDK","19/11/2025 20:30:43","Windows Account","I can't change my password since Windows 11 migration","false",""
"INC0835436","SC_ALL_L2_WKS","09/12/2025 10:43:06","Windows Workstation","Hello Team, Please provide temporary admin rights on FR503302 so we can install Insight for Excel Manually","false","Assigned for Resolution"
"INC0825916","SC_ALL_L1_SDK","10/11/2025 14:21:56","EURECA","Impossibilité d'ouvrir des documents sous EURECA","false","Assigned for Resolution"
"INC0829497","SC_ALL_L1_SDK","21/11/2025 09:04:02","Transparence","wfh_Transparence_souci d'access au Transparence","false",""
"INC0830878","SC_ALL_L1_SDK","25/11/2025 18:38:54","Outlook 365","WFH - Outlook - could not open application","false",""
"INC0829564","SC_ALL_L1_SDK","21/11/2025 10:52:23","Windows","wfh_Windows_ne peux pas acceder au lien  https://iris.ema.europa.eu/signin/ ","false","Incorrect Assignment"
"INC0831171","SC_ALL_L1_SDK","26/11/2025 13:43:12","Teams","Baclaire-Teams-Channels issue ","false",""
"INC0830285","SC_ALL_L1_SDK","24/11/2025 13:27:35","MOLREFweb","WFH-Access issue-molref","false","Assigned for Resolution"
"INC0844743","SC_ALL_L1_SDK","12/01/2026 12:24:49","InPULSE","Impossible d'ajouter GLENN GAUDERAT en tant qu'approbateur des documents du projet ""WINNONLIN"" alors qu'il a bien les accès Inpulse et les accès au projet ","false","Assigned for Resolution"
"INC0828864","SC_ALL_L1_SDK","19/11/2025 15:43:40","WEBSOP","websop error message","false",""
"INC0829489","SC_ALL_L1_SDK","21/11/2025 08:43:13","SPIR","Saclay-SPIR-Reset Password ","false",""
"INC0826390","SC_ALL_L2_WKS","12/11/2025 11:36:45","Windows Workstation","Surval-Windows workstation -Installation issue ","false","Assigned for Resolution"
"INC0843999","SC_ALL_L1_SDK","09/01/2026 09:20:18","Bitlocker","WFH-Bitlocker-Recovery key issue ","false",""
"INC0850383","SC_ALL_L1_SDK","28/01/2026 08:52:51","Fileshare","J'ai migré sous windows 11 hier. Auj je suis en Remote et je n'ai plus accès à mes réseaux alors que j'avais accès ce matin à 8h en me connectant, j'ai vérifié ","false",""
"INC0830241","SC_ALL_L1_SDK","24/11/2025 12:16:16","Outlook 365","Orléan - outlook - could not find user","false",""
"INC0828631","SC_ALL_L1_SDK","19/11/2025 09:47:48","Chrome","No longer access to chrome since Windows 11 update","false",""
"INC0835080","SC_ALL_L1_SDK","08/12/2025 13:25:45","Adobe Reader","Unable to create pdfs from word or email to pdfs ","false",""
"INC0831495","SC_ALL_L2_WKS","27/11/2025 10:52:20","cb042148","Need a powershell module on my endpoint","false","Assigned for Resolution"
"INC0843997","SC_ALL_L1_SDK","09/01/2026 09:18:58","PULL PRINTING FRANCE","Surval - Printer konica - Not connected ","false","Assigned for Resolution"
"INC0829069","SC_ALL_L1_SDK","20/11/2025 09:22:38","Outlook 365","Surval-Outlook-Generic box mail issue ","false",""
"INC0827171","SC_ALL_L1_SDK","14/11/2025 10:19:31","VPN Check Point","WFH-VPN-Connection issue ","false","Assigned for Resolution"
"INC0835064","SC_ALL_L2_WKS","08/12/2025 12:37:03","emvdamsisc1-003","I am not able to add on the project in the visual studio so i need the temporary access.","false","Assigned for Resolution"
"INC0830895","SC_ALL_L1_SDK","25/11/2025 21:41:36","Windows","USA - Windows- reset password","false",""
"INC0829095","SC_ALL_L1_SDK","20/11/2025 09:46:54","Outlook 365","WFH - outlook - can't open outlook","false",""
"INC0827144","SC_ALL_L1_SDK","14/11/2025 09:45:41","Outlook 365","WFH- Outlook - Add generic email adress : <FRbl prixdethese_orilserviercom","false",""
"INC0827629","SC_ALL_L1_SDK","17/11/2025 08:17:08","Windows Workstation","Orlean-Windows Workstation-Restart issue ","false",""
"INC0829587","SC_ALL_L1_SDK","21/11/2025 11:21:13","ORACLE DATABASE","Installation Oracle sur BL003399","false","Assigned for Resolution"
"INC0833832","SC_ALL_L1_SDK","04/12/2025 08:35:53","Outlook 365","WFH- Outlook - Can not open it ","false",""
"INC0833148","SC_ALL_L1_SDK","02/12/2025 15:49:45","PULL PRINTING FRANCE","Je ne peux plus imprimer","false","Assigned for Resolution"
"INC0829300","SC_ALL_L1_SDK","20/11/2025 15:28:03","Outlook 365","Surval - outlook - user doesn't receive invitation emails ","false","Insufficient Informations"
"INC0829287","SC_ALL_L1_SDK","20/11/2025 15:06:39","Windows Account","Problème autorisation téléchargement document solman","false",""
"INC0836542","SC_ALL_L1_SDK","11/12/2025 11:52:27","VPN Check Point Client","Guide for VPN Use When Working Remotely","false",""
"INC0830064","SC_ALL_L1_SDK","24/11/2025 09:01:47","Windows Account","Gidy-Windows-Locked account ","false",""
"INC0832862","SC_ALL_L2_WKS","02/12/2025 09:48:34","Excel 365","TFS - need to install the Excel pluging on my new computer","false","Assigned for Resolution"
"INC0832931","SC_ALL_L1_SDK","02/12/2025 10:55:04","Outlook 365","Difficulty to have access to several application (Kinaxis, outlook, edge) -> Slow or not working","false",""
"INC0830046","SC_ALL_L1_SDK","24/11/2025 08:40:14","Network Drive","impossible d se connecter sous I application ORIL ","false",""
"INC0830079","SC_ALL_L1_SDK","24/11/2025 09:16:47","Windows Account","Bonjour, j'essaie de modifier mon mot de passe depuis ce matin (dernier jour pour le faire), mais je reçois un message d'erreur. Pareil pour la connexion VPN.","false",""
"INC0831528","SC_ALL_L1_SDK","27/11/2025 11:33:52","Fileshare","plus d'accès au G drive INC0827211","false",""
"INC0836965","SC_ALL_L2_GAM","12/12/2025 11:32:36","WIPS V3","CY28_RU1 PUPKOVA Lyubov - no access to https://wips.servier.com/Russia-Intranet/","false","Assigned for Resolution"
"INC0831540","SC_ALL_L1_SDK","27/11/2025 11:41:26","NextGen","Merci de débloquer le site Internet ci-après interdit à la consultation car j'en ai besoin pour travailler au quotidien : https://fromsmash.com/Podcast-J-Edelin","false","Assigned for Resolution"
"INC0830112","SC_ALL_L1_SDK","24/11/2025 09:52:46","Fileshare","WFH - workstation - cant connect to wifi ","false",""
"INC0827317","SC_ALL_L1_SDK","14/11/2025 14:14:55","Outlook 365","WFH-Outlook -Teams link","false",""
"INC0830122","SC_ALL_L1_SDK","24/11/2025 09:56:40","FILING","Bolbec-FILING-Error java","false","Assigned for Resolution"
"INC0830872","SC_ALL_L1_SDK","25/11/2025 18:24:35","SharePoint O365","WFH - sharepoint - user want to recoven an old version","false",""
"INC0839403","SC_ALL_L1_SDK","19/12/2025 14:20:27","Network Drive","WFH - NEtwork drive G - Access","false","Assigned for Resolution"
"INC0828274","SC_ALL_L1_SDK","18/11/2025 11:23:58","MFA MS MultiFactor","Saclay-MFA-Reset Needed","false","Assigned for Resolution"
"INC0845059","SC_ALL_L1_SDK","13/01/2026 08:56:33","Bitlocker","ORLEAN-Bitlocker-Recovery key","false",""
"INC0828190","SC_ALL_L2_WKS","18/11/2025 09:38:32","Adobe Acrobat","Adobe Acrobat won't upload","false","Assigned for Resolution"
"INC0828292","SC_ALL_L1_SDK","18/11/2025 11:36:22","Adobe Acrobat","Je n'arrive pas a me connectera adobe acrobat et je n'arrive pas a faire des modifications traiter les docs pdf","false",""
"INC0829725","SC_ALL_L1_SDK","21/11/2025 15:19:14","OneDrive 365","IMPOSSIBLE D OUVRIR DES FICHIERS SUR ONEDRIVE","false","Assigned for Resolution"
"INC0872608","SC_ALL_L1_SDK","24/03/2026 15:02:50","WEBSOP","There is a bug with websop.","false",""
"INC0834086","SC_ALL_L2_WKS","04/12/2025 14:44:27","Windows Workstation","Hello Team, Please provide temporary admin rights on CB043967 so we can install Biovia Insight for Excel manually","false","Assigned for Resolution"
"INC0837573","SC_ALL_L1_SDK","15/12/2025 10:31:45","Meddra Browser","Lors du changement de mon ordinateur avec Windows 11, on m'a installé l'application. cependant impossible de l'ouvrir, cela ne fonctionne pas.","false","Assigned for Resolution"
"INC0831244","SC_ALL_L2_WKS","26/11/2025 15:48:47","Windows Workstation","I want to install an application that is not listed in the catalog : Obsidian (https://obsidian.md/download)","false","Assigned for Resolution"
"INC0831519","SC_ALL_L1_SDK","27/11/2025 11:27:43","Outlook 365","WFH - outlook - can't launch outlook application","false","Assigned for Resolution"
"INC0831485","SC_ALL_L1_SDK","27/11/2025 10:33:40","Visio 365","Pas de licence sur Visio 365 ","false","Assigned for Resolution"
"INC0837796","SC_ALL_L1_SDK","15/12/2025 15:31:57","MFA MS MultiFactor","Surval - MFA - MFA reset","false","Assigned for Resolution"
"INC0832911","SC_ALL_L2_WKS","02/12/2025 10:37:37","NextGen MyITportal","Surval - Demande d'installation de l'application « Easy-Setting-Box ».","false","Assigned for Resolution"
"INC0844716","SC_ALL_L1_SDK","12/01/2026 11:55:18","ephoto","Je n'arrive pas à me connecter à la banque d'image Servier, e-Photo","false",""
"INC0831206","SC_ALL_L1_SDK","26/11/2025 14:46:42","Windows Account","WFH- Windows account - Reset + Sync windows password ","false",""
"INC0836859","SC_ALL_L1_SDK","12/12/2025 08:02:30","ARPEGES","WFH- ARPEGES - unable to access to the application ","false","Assigned for Resolution"
"INC0831038","SC_ALL_L1_SDK","26/11/2025 10:03:27","Outlook 365","WFH - Outlook - Access ","false",""
"INC0829083","SC_ALL_L1_SDK","20/11/2025 09:35:16","PXY Zscaler","WFH_PXY Zscaler_souci de pxy ","false","Assigned for Resolution"
"INC0830326","SC_ALL_L1_SDK","24/11/2025 14:31:20","Windows","GIDY_Windows_souci de lien sharepoint ","false",""
"INC0834398","SC_ALL_L1_SDK","05/12/2025 11:03:30","Powerpoint 365","No longer have Pro version of ""Office Timeline"" in powerpoint following Office update for Copilot","false",""
"INC0838946","SC_ALL_L1_SDK","18/12/2025 10:45:31","Exchange","Generic account convert to generic mailbox","false","Assigned for Resolution"
"INC0833237","SC_ALL_L1_SDK","02/12/2025 19:21:23","Teams","IMS0000534: Puis-je automatiser le déclenchement d'une transcription via Copilot dans Teams ?","false",""
"INC0831512","SC_ALL_L1_SDK","27/11/2025 11:17:40","Windows Account","Gidy - Windows account- password ","false",""
"INC0829638","SC_ALL_L1_SDK","21/11/2025 12:31:05","Windows Account","WFH-Windows-Reset Password ","false",""
"INC0858621","SC_ALL_L1_SDK","17/02/2026 10:48:59","Outlook 365","Bolbec-Outlook-unfonctional","false",""
"INC0832632","SC_ALL_L1_SDK","01/12/2025 16:08:03","MFA MS MultiFactor","WFH - MFA - reset MFA","false","Assigned for Resolution"
"INC0829140","SC_ALL_L1_SDK","20/11/2025 11:00:44","Windows Workstation","WFH-Windows-Shortcut issue ","false",""
"INC0829125","SC_ALL_L1_SDK","20/11/2025 10:46:19","Network Drive","wfh_Network Drive_ne peux pas acceder au network drive ","false","Assigned for Resolution"
"INC0832375","SC_ALL_L1_SDK","01/12/2025 09:48:43","Windows Account","I need to add my ADMOPMHIR account to the KR1-GO-EMM-ADM_LOCAL and can't find the group on the AD group SNOW form.","false",""
"INC0834485","SC_ALL_L1_SDK","05/12/2025 14:16:11","Lynx-CRM","Differences in HCP account card in Adin profile and Sales Rep profile ","false",""
"INC0832376","SC_ALL_L1_SDK","01/12/2025 09:49:22","CTW","please kindly grant me the access to Clinical Trials Workspace(CTW) SharePoint","false",""
"INC0840571","SC_ALL_L1_SDK","24/12/2025 16:08:32","MyPassword","WFH - Want to reset her windows password ","false",""
"INC0832384","SC_ALL_L1_SDK","01/12/2025 10:00:34","InPULSE","Inpulse - Access request types","false","Assigned for Resolution"
"INC0830234","SC_ALL_L2_WKS","24/11/2025 12:07:08","NextGen MyITportal","Impossibilité d'installer l'application Antidote","false","Assigned for Resolution"
"INC0833020","SC_ALL_L1_SDK","02/12/2025 12:31:59","Bitlocker","WFH-  Laptop  blocked - BitLocker Recovery Password ","false",""
"INC0832023","SC_ALL_L1_SDK","28/11/2025 16:21:53","Windows","IMS0000523: Bonjour, je voudrais une licence pour Deepl pro. quyes dois je faire ?","false",""
"INC0832534","SC_ALL_L1_SDK","01/12/2025 13:50:03","Windows Workstation","gidy_Windows Workstation_erreur d'exécution de l'agent ","false","Insufficient Informations"
"INC0829627","SC_ALL_L2_WKS","21/11/2025 12:05:41","Windows Workstation","wfh_Windows Workstation__install OPENTEXT_D2-Documentum-ActiveX_Msxml6_1.0_NA_X86_R01  ","false","Assigned for Resolution"
"INC0839975","SC_ALL_L1_SDK","22/12/2025 14:55:52","PAM","CyberArk : The access has been cancelled","false","Assigned for Resolution"
"INC0832041","SC_ALL_L1_SDK","28/11/2025 17:06:32","7-zip","Impossible d'ouvrir un fichier zippé provenant d'une source sure. Besoin de 7-ZIP ou WinRar pour le dezipper","false",""
"INC0834357","SC_ALL_L1_SDK","05/12/2025 10:01:16","OneDrive 365","Probleme synchronisation OneDrive","false","Assigned for Resolution"
"INC0837016","SC_ALL_L1_SDK","12/12/2025 13:23:03","Printing MFP","Pilotes imprimantes à désinstaller","false",""
"INC0835925","SC_ALL_L1_SDK","10/12/2025 10:54:31","Adobe Acrobat","Suite à la migration, Adobe Acrobat reader n'est plus présent sur mon PC","false",""
"INC0832348","SC_ALL_L1_SDK","01/12/2025 09:11:37","VPN Check Point","Message de sécurité à l'ouverture du vpn","false","Assigned for Resolution"
"INC0832398","SC_ALL_L1_SDK","01/12/2025 10:16:14","MFA MS MultiFactor","Surval - MFA - need to add another authentication method","false","Assigned for Resolution"
"INC0832439","SC_ALL_L2_WKS","01/12/2025 10:59:58","Intune","probleme avec une mise a jour de logiciel ","false","Assigned for Resolution"
"INC0836031","SC_ALL_L2_WKS","10/12/2025 13:38:43","Windows","[Thinkcell update]Problème à l'ouverture","false","Assigned for Resolution"
"INC0830111","SC_ALL_L1_SDK","24/11/2025 09:49:36","Windows Account","Saclay - home - windows - account locked ","false",""
"INC0833211","SC_ALL_L2_GAM","02/12/2025 17:35:18","Windows Account","CI - windows account - account deprovisioned","false","Assigned for Resolution"
"INC0834431","SC_ALL_L1_SDK","05/12/2025 11:59:27","Laps","WFH - LAPS - requires admin credentials to update software ARTICULATE","false",""
"INC0832653","SC_ALL_L2_WKS","01/12/2025 16:40:30","Windows Workstation","Impossible d'installer power bi desktop depuis le portail d'entreprise sur mon pc.","false","Assigned for Resolution"
"INC0840293","SC_ALL_L1_SDK","23/12/2025 14:31:27","WEBSOP","Cannot access the correct documents on Websop","false",""
"INC0833373","SC_ALL_L1_SDK","03/12/2025 08:59:26","Network Drive","Pas d'accès au disque G : ","false",""
"INC0841284","SC_ALL_L1_SDK","30/12/2025 10:20:52","Fileshare","WFH- The shared drive is inaccessible","false",""
"INC0847099","SC_ALL_L1_SDK","19/01/2026 11:04:37","WRAPortal","no access to the system","false","Assigned for Resolution"
"INC0840317","SC_ALL_L1_SDK","23/12/2025 15:25:26","Outlook 365","IMS0000653: impossible de me connecter à outlook","false",""
"INC0851971","SC_ALL_L2_WKS","02/02/2026 11:19:39","Windows Workstation","Installation epaper","false","Assigned for Resolution"
"INC0832058","SC_ALL_L1_SDK","28/11/2025 19:20:00","Windows Workstation","WFH - Windows Workstation - keyboard not working","false",""
"INC0843634","SC_ALL_L1_SDK","08/01/2026 12:18:59","MFA MS MultiFactor","Gidy - MFA - reset MFA","false","Assigned for Resolution"
"INC0835088","SC_ALL_L1_SDK","08/12/2025 13:39:21","NextGen MyITportal","IMS0000564: Hello I need the Hana Studio to be installed on my new PC (I have done the W11 upgrade)","false",""
"INC0832475","SC_ALL_L1_SDK","01/12/2025 11:55:07","Adobe Acrobat","Adobe pro license but acrobat reader DC does not show the PRO tools","false","Assigned for Resolution"
"INC0835292","SC_ALL_L2_GAM","09/12/2025 03:06:21","Ansible Automation Platform 2","I can't select <AU1 Medical Information in the mailbox management request.","false","Assigned for Resolution"
"INC0833215","SC_ALL_L1_SDK","02/12/2025 17:41:06","EURECA","Suite au passage à WINDOWS 11 incapacité à ouvrir des documents","false","Assigned for Resolution"
"INC0838653","SC_ALL_L1_SDK","17/12/2025 13:30:06","Citrix","wfh_Citrix_ne s'ouvre pas ","false",""
"INC0833489","SC_ALL_L1_SDK","03/12/2025 11:12:05","ACD LABS","ACD inaccessible","false","Assigned for Resolution"
